SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22014,203112,0021401226,"APR 15, 2015",NYK vs. DET,L,20,0,4,0.0,0,2,0.0,1,2,0.5,1,3,4,1,0,0,2,1,1,-16,1
22014,203112,0021401205,"APR 13, 2015",NYK @ ATL,W,26,5,7,0.714,1,2,0.5,1,1,1.0,1,3,4,3,0,1,2,2,12,3,1
22014,203112,0021401187,"APR 11, 2015",NYK @ ORL,W,20,3,4,0.75,1,1,1.0,2,2,1.0,1,5,6,1,0,0,1,3,9,-1,1
22014,203112,0021401180,"APR 10, 2015",NYK vs. MIL,L,32,2,10,0.2,0,1,0.0,3,3,1.0,0,6,6,2,0,0,1,3,7,-6,1
22014,203112,0021401165,"APR 08, 2015",NYK vs. IND,L,20,5,8,0.625,0,2,0.0,2,2,1.0,1,2,3,1,1,0,0,5,12,7,1
22014,203112,0021401151,"APR 05, 2015",NYK vs. PHI,W,20,3,4,0.75,0,0,0.0,1,2,0.5,4,5,9,2,2,1,2,3,7,-2,1
22014,203112,0021401128,"APR 03, 2015",NYK @ WAS,L,22,4,10,0.4,2,2,1.0,4,4,1.0,0,5,5,1,0,1,0,2,14,-3,1
22014,203112,0021401116,"APR 01, 2015",NYK vs. BKN,L,18,4,6,0.667,2,3,0.667,2,2,1.0,0,2,2,0,0,0,0,2,12,22,1
22014,203112,0021401088,"MAR 28, 2015",NYK @ CHI,L,12,3,7,0.429,0,2,0.0,3,3,1.0,1,2,3,1,1,0,0,0,9,0,1
22014,203112,0021401079,"MAR 27, 2015",NYK vs. BOS,L,13,2,4,0.5,0,2,0.0,0,0,0.0,1,1,2,1,0,0,0,2,4,-8,1
22014,203112,0021401061,"MAR 25, 2015",NYK vs. LAC,L,18,3,4,0.75,1,1,1.0,1,2,0.5,0,2,2,0,1,2,2,2,8,6,1
22014,203112,0021401050,"MAR 23, 2015",NYK vs. MEM,L,12,1,5,0.2,0,2,0.0,1,1,1.0,2,4,6,0,1,0,0,0,3,-4,1
22014,203112,0021401041,"MAR 22, 2015",NYK @ TOR,L,7,1,3,0.333,0,1,0.0,1,2,0.5,0,1,1,1,0,0,0,1,3,-10,1
22014,203112,0021401021,"MAR 20, 2015",NYK @ PHI,L,22,1,6,0.167,0,1,0.0,6,6,1.0,1,2,3,2,1,1,0,4,8,-1,1
22014,203112,0021401016,"MAR 19, 2015",NYK vs. MIN,L,15,0,2,0.0,0,1,0.0,0,0,0.0,0,6,6,1,1,0,2,2,0,-4,1
